,BRK.B,JPM,BAC,WFC,MS,C,GS,BLK,SCHW,SPGI,AXP,PNC,MMC,TFC,CB,XLF,SPY
2019-06-06,204.77,102.339179182,26.4519467909,42.6918655352,39.9955914131,61.0227041988,180.964886036,415.744494697,42.3282240701,217.494316494,115.19320667,122.944496253,94.9681674438,44.8931448868,140.861841901,25.7227732579,25.7227732579
2019-06-07,205.81,101.217222066,26.1198742882,42.4222522729,39.8928230166,60.3066261294,180.964886036,420.363562461,41.4321337358,220.100212093,116.813608472,122.144782521,95.1504479955,44.5102997934,141.600925963,25.6848899394,25.6848899394
2019-06-10,207.16,102.311362063,26.632214721,43.0172608518,40.4440353253,61.6194359234,185.074040763,420.079603377,41.7308305139,222.510175692,118.308622039,123.523599301,95.169635422,45.193951746,141.174531312,25.9027190208,25.9027190208
2019-06-11,206.63,102.62662274,26.7935070795,43.0079638428,40.7990534224,62.3171530167,185.655614866,419.426497484,41.2876030367,218.160485294,118.858401222,124.25896825,94.4788880682,45.6314889956,140.814464718,25.9121898504,25.9121898504
2019-06-12,204.57,101.319218168,26.5183612915,41.7528676217,39.8180823646,61.3348407932,181.355780105,422.389137259,40.5649495413,219.639771893,117.700971363,123.266220169,94.1814829575,45.2030671053,140.966071705,25.6564774506,25.6564774506
2019-06-13,204.99,101.569572235,26.5088735057,42.1061539654,40.1263875542,61.5827139711,182.528462312,424.310593727,40.8154694197,219.884686893,117.537002133,122.926112029,94.0279835455,45.3306821365,141.032399762,25.7417149172,25.7417149172
2019-06-14,205.16,101.829198675,26.6037513636,42.3850642367,40.0049339947,61.9499334939,182.728676348,423.070639061,39.514693128,220.325533893,117.672035617,124.286544586,94.1910766707,45.6314889956,142.377911772,25.7985398949,25.7985398949
2019-06-17,203.48,101.272856303,26.4993857199,42.0875599473,39.7153139681,61.0869676153,181.937354208,416.586906645,39.1292779305,219.610382093,117.141546932,121.832250717,93.1165807869,44.6379148245,140.606005111,25.5617691543,25.5617691543
2019-06-18,206.01,102.654439859,27.1540429396,42.859211698,40.4907482328,62.4089578974,185.893964908,425.285519915,39.4183393286,221.628481692,119.051306198,123.56955986,93.2412990592,45.0025291992,140.35016832,25.9027190208,25.9027190208
2019-06-19,206.75,101.91265003,26.8694093658,42.440846291,40.3038966027,62.0509188626,186.523209019,430.623950692,38.4355305749,225.88020609,120.256962301,122.48489066,93.9224526998,44.7108376995,141.6104014,25.8553648727,25.8553648727
2019-06-20,208.04,102.17227647,26.8219704369,42.636083481,40.6028592108,62.5191237542,186.58041303,440.685567563,38.5704258941,226.57576469,120.488448273,122.163166744,93.5099230301,44.400915481,142.235780222,25.9690148282,25.9690148282
2019-06-21,206.21,101.476848506,26.67965365,43.5936754126,40.7149701889,62.3997774093,186.80922907,443.203338107,39.1485486904,224.048241891,120.305188545,122.411353765,93.0782059339,44.327992606,142.502424695,25.9117163089,25.9117163089
2019-06-24,206.85,100.753603424,26.5468246489,43.0172608518,40.2384985322,61.8856700774,188.286999332,438.622131554,37.7225124595,224.195190891,119.736118865,122.870959358,94.0951395382,44.2003775749,142.921437438,25.8070032746,25.8070032746
2019-06-25,208.07,99.9190898669,26.3380933614,42.8963997342,39.8554526906,61.0869676153,186.92363709,433.851618945,37.799595499,223.342886691,118.79088448,122.58600389,94.6036063404,44.054531825,143.74041689,25.7213289738,25.7213289738
2019-06-26,208.51,100.586700712,26.4804101483,42.5803014267,40.1637578802,61.7112408041,187.829367251,436.312597672,38.2235522163,221.795023892,119.205630179,122.843383023,93.6058601626,43.8266478408,139.988348237,25.67373214,25.67373214
2019-06-27,212.02,100.920506135,26.7650437221,43.0358548699,40.6308869553,62.5650261945,190.031721641,439.644384256,38.734227353,222.373023292,119.543213888,123.780978433,95.2943536943,43.9178014345,140.140716507,25.9021969422,25.9021969422
2019-06-28,213.17,103.6651285,27.5145787998,43.9934468016,40.9298495634,64.2909579516,195.065674532,444.206660203,38.7245919731,223.156751291,119.060951447,126.189311743,95.6972896507,44.7837605744,140.264515726,26.2734522456,26.2734522456
2019-07-01,214.62,105.408334596,27.9130658031,44.3374361362,41.0606457045,64.9427726046,197.220358913,447.642565118,39.2738086296,227.535831489,120.488448273,128.505723934,96.7334106815,45.1757210272,140.788281655,26.5875913486,26.5875913486
2019-07-02,214.54,105.51960307,27.6568955866,43.9097737201,40.9485347264,64.6673579625,196.381366765,444.746182463,38.7245919731,230.200506688,120.662062751,128.312689585,97.9230311243,44.4738383559,141.340616635,26.5209557813,26.5209557813
2019-07-03,215.16,105.352700359,27.5620177287,44.3095451091,41.0980160305,65.0437579733,196.438570775,449.933168395,38.9751118515,233.296232286,121.771266366,129.305437667,98.7384967504,44.7290684182,143.083328725,26.7303818499,26.7303818499
2019-07-05,215.25,105.97835458,27.7612612304,44.4118122086,41.3035528235,65.5486848172,198.211895089,453.094579529,39.370162429,232.179419887,121.326210093,130.132727735,98.5754036252,45.5221046832,142.483378661,26.806536784,26.806536784
2019-07-08,215.13,105.399390972,27.7043345156,44.1886839915,40.6308869553,65.3008116393,196.162084726,447.178765281,38.5318843743,227.663187289,120.794077592,129.36978245,97.8558751315,45.020759918,142.30244134,26.6732656494,26.6732656494
2019-07-09,214.75,105.847620862,27.8466513025,44.4675942629,40.9018218189,65.6955726263,198.087953067,448.484977067,38.8016750126,226.77169669,121.809966911,129.415743009,97.8846562713,45.6223736363,142.131027036,26.7208624832,26.7208624832
2019-07-10,214.03,105.539462813,27.5335543713,43.8353976478,40.4627204883,65.3008116393,196.371832763,450.113009148,38.2139168363,229.984981488,122.767805412,128.735526731,97.9949839736,45.3489128552,142.035796867,26.6256688156,26.6256688156
2019-07-11,213.17,106.547980065,27.8561390883,43.8261006387,41.275525079,65.7414750666,201.501125671,454.400791314,38.9847472314,233.590130286,123.14513573,130.031614504,98.2069900359,45.8593729798,141.702491276,26.7779786837,26.7779786837
2019-07-12,214.1,107.66855479,27.9415291604,44.0306348377,41.9201632027,65.8883628757,203.970432108,456.662998683,38.6667796934,236.352771485,123.803045004,130.702638671,99.0742875635,45.986988011,142.245303239,26.9588466521,26.9588466521
2019-07-15,213.54,106.361217611,27.7233100872,43.4263292498,41.5090896166,65.8332799473,201.72040771,455.94363567,38.8305811524,235.990297285,124.393228322,128.873408409,99.2766569866,45.5494507613,144.140383599,26.806536784,26.806536784
2019-07-16,212.88,107.500468581,27.505091014,42.1154509744,41.5090896166,65.4752409126,205.476804375,451.655853504,40.1120866842,235.147789686,123.899796367,127.5497443,98.8622815012,45.2486439022,144.216567734,26.7399012167,26.7399012167
2019-07-17,207.45,106.445260715,27.6948467298,42.031777893,40.8924792374,65.0162165091,203.360256,445.815761679,39.7074007268,235.529857085,122.951633003,128.395418592,97.4842420963,45.2486439022,143.273789063,26.5114364145,26.5114364145
2019-07-18,207.98,107.080253059,27.9699925178,42.5988954448,41.5090896166,65.9067238519,204.523404206,449.734397036,39.9675559851,236.205822485,124.228751004,128.717142507,97.8697076641,46.5156788543,143.445203367,26.7113431164,26.7113431164
2019-07-19,205.97,106.025045194,27.8940902315,42.7941326347,41.4717192906,65.1080213898,203.570004037,447.935989505,41.1623430975,235.049823686,120.765052183,128.67080137,96.9445903014,46.1692951983,141.207294398,26.5971107153,26.5971107153
2019-07-22,204.84,106.706728151,28.05538259,43.2124980418,41.5744876871,65.2824506631,204.027636118,448.229413892,41.5862998148,236.548703485,121.906718275,129.3566502,97.3107825908,45.9778726516,140.740666571,26.6542269159,26.6542269159
2019-07-23,206.46,108.658395796,28.7005520239,43.881882693,42.1350425773,66.0903336133,209.204599035,451.930347285,41.9428088725,238.468837084,124.035248277,130.385423444,97.7829779113,46.4701020575,139.740749798,26.9302885518,26.9302885518
2019-07-24,207.97,109.097287564,29.0990390272,45.0440088237,42.5087458374,67.0267433964,211.683439473,451.636922898,42.6654623679,238.145549284,123.793369867,130.987858227,98.3708129022,46.9805621821,144.349889971,27.2063501877,27.2063501877
2019-07-25,207.9,108.051417821,28.785942096,44.709316498,41.9201632027,65.5395043291,209.728969127,448.532303581,42.4631193892,237.420600884,123.019358958,130.533715083,98.0431671696,46.7162167604,143.807078008,27.0159628526,27.0159628526
2019-07-26,209.9,108.527662079,29.1939168851,45.8342545925,42.7329677934,66.2464019105,211.788313492,452.602383783,42.4438486294,239.379920883,122.661378912,132.350287659,98.7273685525,47.0808311351,145.673589318,27.311063222,27.311063222
2019-07-29,208.61,108.182151539,28.9567222403,44.8859596699,42.2564961368,65.8791823877,210.053125185,452.734898022,42.1162457114,238.351277884,123.058059503,131.571756555,99.3826600177,46.6706399636,145.968802842,27.1016371534,27.1016371534
2019-07-30,207.81,107.939360348,29.3077703146,45.1369789141,42.0603019252,65.8332799473,211.082797367,452.82955105,41.4514044957,237.009143685,122.361449684,131.534683645,96.8000407135,46.8438317916,145.997371892,27.0254822193,27.0254822193
2019-07-31,205.43,108.322223379,29.108526813,45.0068207875,41.9567283141,65.3283531035,209.871979153,442.67328115,41.6441120945,239.967716883,120.329671046,132.442969933,95.2099952463,46.9714468227,145.549790099,26.8922110848,26.8922110848
2019-08-01,201.71,105.464757831,27.9794803036,43.7517245664,40.4219557119,62.7486359559,201.739475713,427.784359853,39.7844837663,251.988145077,120.058767228,128.142512407,95.0268991016,45.2395285428,143.949923262,26.2829716124,26.2829716124
2019-08-02,202.67,105.455419709,27.8751146599,44.1050109101,39.6592773022,62.5374847303,199.613393337,424.25380191,39.2641732496,248.784656879,120.271620228,127.864465584,95.3352715558,44.9842984805,145.006978136,26.2734522456,26.2734522456
2019-08-05,197.73,102.31781048,26.6417025068,42.8963997342,38.1245047001,60.2897981766,192.281746039,408.257440185,37.4238156814,239.213378684,116.798246271,123.193278961,92.2515470134,43.1794573257,141.407277753,25.3976705041,25.3976705041
2019-08-06,200.55,103.120889032,26.9642872238,43.6308634488,38.8118568471,61.2795202394,196.40996877,412.412708113,37.9730323379,240.820021083,118.568796227,124.546440165,94.1114183781,43.5440717004,144.835563832,25.8070032746,25.8070032746
2019-08-07,198.21,100.879739583,26.4614345767,42.5895984357,38.1904151799,60.252799221,196.152550724,407.377167025,36.2097578091,243.621848681,119.526634728,120.264519094,93.5235833872,42.9606887008,146.797305311,25.4643060714,25.4643060714
2019-08-08,200.52,102.588616038,26.9263360806,43.6122694307,38.8589357613,61.7327574457,197.353834937,414.220580947,36.2482993289,252.536754677,121.219783593,121.960604713,96.0387462171,43.2888416381,150.254160441,25.949793776,25.949793776
2019-08-09,199.05,102.476558566,26.8788971516,43.5182774707,39.0754987665,61.0945254613,197.25849492,403.53425409,35.6869104474,250.979095278,122.071195593,122.65572177,95.6725539276,43.1612266069,152.006395548,25.8641194752,25.8641194752
2019-08-12,197.18,100.552905288,26.2242399319,42.7005474189,38.0020995232,59.4203227197,192.129202012,394.173069625,35.2416709897,249.009978679,119.923315319,119.226477622,94.1114183781,42.5322668105,149.549457191,25.3691124039,25.3691124039
2019-08-13,198.78,102.103033658,26.3001422182,43.1987048068,38.3128203568,59.966057315,194.598508449,402.587723811,36.4709190577,253.114754077,122.216322639,121.182073609,95.6147340925,43.0062654977,151.254077214,25.6832515068,25.6832515068
2019-08-14,195.81,97.8635259494,25.0667300652,41.3282648032,37.0322738912,56.8026466098,186.446937006,389.374161108,35.4158951253,243.553272481,118.665547591,115.500650196,92.6370125812,41.6349978839,145.406944845,24.7313148312,24.7313148312
2019-08-15,198.31,98.2370508576,24.9054377067,40.7737122393,36.815710886,56.7193989597,187.038045111,387.414843429,35.3868577694,248.020522079,118.404318909,115.611868925,93.1477544586,41.8282637892,146.587798939,24.8550665991,24.8550665991
2019-08-16,199.72,100.590257779,25.6454849985,41.7230310351,37.6066366442,58.717342563,190.127061657,397.03159107,35.9482466508,251.459128678,120.581224592,117.706488324,94.2270580484,42.8406090074,147.987682422,25.2929574698,25.2929574698
2019-08-19,200.94,101.496055682,25.8731918576,42.5313618909,38.0115153061,59.485070892,192.777514127,402.805425775,36.490277295,255.377768676,120.358696456,118.966967254,95.0268991016,43.2179376797,148.311464996,25.5499803722,25.5499803722
2019-08-20,198.15,100.207394748,25.3513636389,41.995607719,37.5689735128,58.6618441295,190.660965752,395.924150642,36.1224707865,255.926378275,117.475505817,116.96503013,93.6777696143,42.38045209,147.302025206,25.207283169,25.207283169
2019-08-21,199.24,100.48753843,25.5506071406,42.296381991,37.6066366442,58.5045985682,191.32834587,398.42299058,36.4031652272,259.237629074,118.520420545,116.779665581,94.2463313268,42.536905442,147.559146662,25.3215155701,25.3215155701
2019-08-22,201.01,101.52407005,25.7972895712,42.8791321429,37.9173574777,59.1150813358,192.987262164,396.596187141,36.654822312,257.964071074,118.297892409,117.168931133,94.602886977,42.9602498059,147.816268118,25.4928641717,25.4928641717
2019-08-23,197.16,99.0027769194,25.1141689941,41.7512286231,37.0322738912,57.3021325106,187.057113114,385.474456356,35.4062160067,251.811806277,113.934405905,114.0826114,92.1840905391,41.6442010223,145.91166474,24.8455472323,24.8455472323
2019-08-26,200.2,99.7965173493,25.4082903537,42.277583599,37.8137838665,58.0143624062,190.346343696,383.789632458,35.4933280745,252.526958077,114.679391406,115.01870237,93.4561269128,42.352842675,147.806745101,25.0835314012,25.0835314012
2019-08-27,198.35,98.7413094837,25.1141689941,42.061402091,37.4653999016,57.0338900824,188.83997143,388.560145067,34.960976549,252.585867943,113.924730769,115.046507052,94.0150519861,42.0307328328,148.111481641,24.9312215331,24.9312215331
2019-08-28,200.45,99.7311504904,25.4747048543,42.7381442029,38.0209310889,57.6813718057,191.080461826,391.712090898,35.5514027864,254.019341344,115.221199043,117.298686317,94.1885114916,42.8958278375,149.511365124,25.1596863352,25.1596863352
2019-08-29,203.2,101.990976185,25.9301185723,43.4148863147,38.8777673269,59.1058315969,195.151480547,399.473639191,36.5483520069,256.01245847,116.817596544,118.911357889,95.5954608141,43.6320789053,149.863716748,25.5404610055,25.5404610055
2019-08-30,203.41,102.588616038,26.1008987166,43.7720557627,39.0660829836,59.5220698476,195.602331883,399.965834936,37.0419870578,255.462633056,116.459616498,119.495256217,96.2603889185,43.8529542256,148.825707908,25.6261353063,25.6261353063
2019-09-03,200.9,101.374660087,25.6644605701,43.3208943548,38.5952938419,58.6618441295,190.863596561,393.586220852,36.7419343798,253.970249789,113.779603723,117.484050866,95.2099952463,42.9786560826,150.996955758,25.3595930371,25.3595930371
2019-09-04,202.19,102.597954161,26.081923145,43.7062613907,39.103746115,59.4573216753,193.511149089,396.539395324,37.4291518037,254.490620271,114.553614633,119.16160003,96.3374820321,43.5400475218,152.225424936,25.6070965728,25.6070965728
2019-09-05,204.24,104.932484837,26.8504337942,44.7589713425,39.9888297015,61.3627678895,198.614402513,405.202126797,38.348668075,260.018329345,116.749870589,121.932800031,97.3782390652,44.7732680604,152.968220253,26.1306617443,26.1306617443
