,m1,m2,n,BIC,num_fit,$\delta_0$,$\delta_1$,$\delta_2$,"$\phi_{1,0}$","$\phi_{1,1}$","$\phi_{1,2}$",$\sigma_1^2$,"$\phi_{2,0}$","$\phi_{2,1}$","$\phi_{2,2}$",$\sigma_2^2$
PII-GBCI,1,2,2,-4568.291754563333,8,2.3478854023842763,-7.344131587226259,5.393094221449705,-1.1776086883018917e-05,0.9935252113476613,0.0,0.00031757390951899015,-0.006946162441103229,1.0972276811564114,-0.07548498824166927,0.0023566165449475317
PII-HI,1,1,2,-4160.88620779959,5,-2.0547234896555207,24.03285860733949,-19.96363035107296,-0.00655263756247209,0.973323881422574,0.0,0.0025025491703739673,0.0006004845663234752,1.0008856658463152,0.0,0.0003946619670518912
PII-AEO,1,2,1,-4024.018760953617,2,1.5441187933771896,4.45138616430874,0.0,0.001885775664997483,0.9892179703961658,0.0,0.0007926794368355902,-0.02111362428371688,1.1849735530033882,-0.17562035167390633,0.004700997095912145
PII-THG,1,2,1,-4546.8938000446215,7,2.379979916129808,1.8169020886707143,0.0,-0.0006792388741992114,1.000377892766359,0.0,0.0005194158833954667,0.00042487904927582254,0.985897641992338,0.015207395781601463,0.000590452111363924
PII-X,1,2,2,-4209.464238043573,5,1.8004612800506656,-7.035080790827461,2.441266312722033,-4.698985726778876e-06,0.9769886188420044,0.0,0.0008016800161055173,0.004203416379730818,0.9535278070179061,0.05339076005790844,8.543005426383938e-05
PII-LZB,2,1,2,-4515.33162830097,5,1.4391496440819458,11.635550785876635,-8.74199390829125,0.00029560179168652487,0.9420978200709271,0.04942313147586219,0.00029695751688015986,-0.006266256627233852,1.0540350499787212,0.0,0.0025697423882705037
PII-WTM,2,2,1,-4374.239396135219,6,0.14149788037406777,5.33772191313604,0.0,0.0012034384491482822,0.870110668722873,0.1265282333022668,0.00024262373201690423,-0.005392068899163202,1.3200349516642902,-0.30608571421189623,0.001726924312817261
PII-MTZ,1,2,1,-4271.318786706651,7,0.2005443896314551,6.386263776829468,0.0,0.001059617203542246,0.9944268067436557,0.0,0.0003458052322007148,-0.005602463908887384,1.183339288204813,-0.1680623346780621,0.002055045052528219
PII-SANM,,,,,,,,,,,,,,,,
PII-KSS,,,,,,,,,,,,,,,,
PII-HOPE,1,2,2,-4659.245302348223,7,1.7490661171555115,-12.227840539966627,13.758607162525694,4.354987325582349e-05,0.9936081353738316,0.0,0.00026868031838625143,-0.0053068077621556825,1.1855748939869954,-0.1441855548424229,0.0025005628610932943
PII-BLMN,,,,,,,,,,,,,,,,
PII-FCF,2,2,1,-4277.720196095385,6,2.7962271421489047,-0.9979045454171968,0.0,-0.0006367912265351564,0.9736915531221868,0.023600942644975476,0.0007225641296456131,-0.00013276596643684024,0.9475505670503281,0.05334361227535567,0.0007217386712324783
PII-CRI,1,2,2,-4584.2955313821185,6,0.9678159016235595,-6.490656839094293,11.266493692606165,0.00010133665642000022,0.9961044372698737,0.0,0.00026091027716670587,-0.0038959151337057824,1.094276892338847,-0.07785491254703913,0.0023499370995777305
PII-PBI,1,2,2,-4466.768508262707,2,-1.6577189341291847,-2.515549669490672,1.6273212691899617,-0.005355499732557974,0.9553522728353188,0.0,0.002703243888604593,0.00020745785436990932,0.9395573300538658,0.060469001758946206,0.0002887474249407322
PII-SJI,,,,,,,,,,,,,,,,
PII-ATO,1,1,2,-4272.325835755708,7,-0.08146638261928435,6.932050123819986,-1.6431247105187676,0.00046812510936182494,0.9968876066715493,0.0,0.00021837530172465422,-0.004411580804145054,1.0227620799400343,0.0,0.0014537240221462813
PII-NRG,,,,,,,,,,,,,,,,
PII-ZGNX,1,2,1,-4382.972712218586,3,0.36637291291524987,5.260851124030096,0.0,0.0008908322066688203,0.9950674323976214,0.0,0.0002769927512788952,-0.0037412271326643445,1.10788594434716,-0.10193182646866461,0.001836828665635055
PII-ISBC,2,1,1,-4583.02194392392,8,-2.8448892164154294,-0.2232410803696953,0.0,-6.113312083036448e-05,0.9294901000849478,0.06059025273744112,0.00031798051701265343,-0.0006559221441331713,1.0010923241845249,0.0,0.0005388737269199527
PII-UNFI,,,,,,,,,,,,,,,,
PII-AEL,1,1,2,-4375.17230353128,6,1.7427230469620798,-4.0297429446450685,2.0423870892247096,-6.6931110438873e-05,0.988978189678845,0.0,0.0002851386199008825,-0.0030848004933980034,1.0111034784357436,0.0,0.0021136424564077057
PII-SBRA,2,2,1,-3973.2073511600906,4,-0.01305564418206643,-4.886627205729543,0.0,0.0015108433562596654,1.1616446301801169,-0.21506887221654836,0.001655580295075923,0.0002406514014132513,0.919023418483647,0.08228873973563111,0.00033473146020111203
PII-FLO,1,1,1,-4469.033681177133,4,0.7560968067658733,5.241268378833356,0.0,0.0009614753445272278,0.9950504149316777,0.0,0.00032055326793672755,-0.0062085605389012866,1.013192051765848,0.0,0.0022401213747548668
PII-AZZ,1,2,1,-4376.193990532679,7,-0.2972254146761871,5.591013836360329,0.0,0.0002907556760046691,0.9958797842902606,0.0,0.00018418152153427394,-0.001787560385507092,1.0719485683309458,-0.06451154974916307,0.0013545093079676978
PII-ABM,1,2,1,-4586.989632872355,6,4.020769675153031,-3.941588245440385,0.0,-0.000636097934213722,0.997112479478966,0.0,0.0005822369452031803,0.001439385125692333,1.0293531591265577,-0.026268592478501773,0.0006344915432859928
PII-WMK,2,1,2,-3799.79497372572,3,-0.23696961114557138,2.551581300335017,-4.43213672974492,-0.0012793997029650161,0.9706498555636855,0.009921109214666046,0.0019994438329161393,0.0002270219088207874,1.000034238909339,0.0,0.0003206606956435461
PII-MOS,1,2,2,-4068.0378524158746,6,3.5513653213892686,-3.7374703869678996,-1.6046233913979324,-0.00013297525462311992,0.9950534893315545,0.0,0.0008463841597107274,-0.0021675289444158183,0.9913060547000327,0.012595009287878156,0.0009059365389794393
PII-WWD,2,2,1,-3979.301194416866,3,-0.8660042156697514,1.5783924387918784,0.0,-0.002380207282304061,0.8281269294565803,0.15918332647971312,0.0017625393339067016,0.0006019926830159728,1.0518412739942065,-0.048615985527433736,0.0002443555527635962
PII-PLXS,,,,,,,,,,,,,,,,
PII-FLS,,,,,,,,,,,,,,,,
PII-BXS,2,2,1,-4784.02935982432,6,2.542812532629777,0.6828984377378045,0.0,-0.00022020435906969227,0.9739734692223578,0.02032973857778586,0.000311386316755774,-0.005976361218724795,1.5799546785029648,-0.5272721143087225,0.0042292849184055355
PII-GRPN,,,,,,,,,,,,,,,,
PII-PWR,,,,,,,,,,,,,,,,
PII-AWI,,,,,,,,,,,,,,,,
PII-WBS,2,2,1,-4605.674478063128,7,-2.698452441537806,-1.420517505710502,0.0,-0.00025792482620731055,0.9928825421683172,0.004307414637779061,0.0005759487486751138,-0.0005681798852740297,0.9814870333619155,0.01868160528192675,0.0005108318121656683
PII-PCH,1,2,1,-4365.483265546045,7,0.6232462918018044,5.842739151844308,0.0,0.0007868237628177351,0.9940334190187855,0.0,0.0003678960222368847,-0.005570600441400252,1.246185118121069,-0.22493696534471752,0.00223059818093244
PII-NWE,2,2,2,-4263.848900375315,7,0.8707964196020088,9.73075916687166,-6.945133048853753,0.00012182102179109436,0.929375108163029,0.0671809507065575,0.00029683875771521566,-0.0037671460529756923,1.3409604714579046,-0.31499622800694027,0.0017738345760983066
PII-UGI,2,1,1,-4510.767280686427,6,3.1908632567972375,-1.6160526686540224,0.0,-0.0005549309569585006,1.0066161404856615,-0.00884682632661793,0.0005828656916056413,-0.001112561326408367,1.0034070748102668,0.0,0.0006115219469152079
PII-BC,2,1,2,-4541.257406643459,8,1.1974554220765727,2.367068929390266,-2.180074011815692,-0.00011640658681312532,0.9674394561014452,0.02942026984133861,0.00018216002207384005,-0.0020919178040481375,1.0141987177665677,0.0,0.001312658088277185
PII-SAH,,,,,,,,,,,,,,,,
PII-RPT,2,1,2,-4073.9726820971623,6,-0.41494885531651143,-0.2962170428102291,-2.3686565798442216,-0.0006212524938390834,1.0052779027787935,-0.017932280963094627,0.0015512597852287617,-0.0005132854211458808,1.0006991409542705,0.0,0.0002809730411365416
SWBI-LPLA,1,1,1,-3207.623543850565,1,-0.2381976597417107,2.4017138693826507,0.0,0.001352428983829427,0.9972131574222375,0.0,0.0019350793689706658,0.0016630501602260817,1.0050447323711535,0.0,0.0008074225940573104
SWBI-UVV,,,,,,,,,,,,,,,,
SWBI-HMN,2,1,2,-4210.9524980621745,8,-3.0635355082793394,15.973347619532968,-14.415696637480249,0.030314058499461338,1.3049562473438598,-0.41205095773966605,0.0107861184418331,-0.001184607805761663,1.0009126299197988,0.0,0.000663775817053634
SWBI-MOH,1,1,2,-4293.980760791156,7,-3.1466802704138894,15.285380213023517,-14.010349759636835,0.024982067311902417,0.939259817027145,0.0,0.013259654919073651,0.00014766148123840535,1.0004499952911226,0.0,0.0006193464157713645
SWBI-SHOO,2,2,2,-3938.767037911918,8,-2.676573319540686,1.8473411516755776,-0.21125521677171144,0.012783678464206694,1.2600465585885416,-0.268953282186132,0.009957042469203162,0.0005789357270000461,0.9925889979229297,0.007651663253440688,0.0007683106707584466
SWBI-HSC,,,,,,,,,,,,,,,,
SWBI-CLR,,,,,,,,,,,,,,,,
SWBI-HRI,,,,,,,,,,,,,,,,
SWBI-TG,,,,,,,,,,,,,,,,
SWBI-HOG,2,2,1,-3262.273135472998,2,0.8041189738041845,-1.9835917301307322,0.0,-0.0018367844872281824,0.9428600538791727,0.04476537006789272,0.0008126198378671656,0.006111365521207113,1.0769107496324608,-0.07157335215116234,0.0018881252885391963
SWBI-EBIX,2,1,1,-4144.927563786875,1,-2.745042247956439,1.6984549077424678,0.0,0.011914147188277602,1.3216875955276208,-0.4190058116207567,0.010246281731905393,0.0005154040286913181,1.000313070648727,0.0,0.0006104807903748835
SWBI-PAG,,,,,,,,,,,,,,,,
SWBI-ACCO,1,2,1,-4326.390027087671,4,-6.6338118829275645,2.010316153233967,0.0,0.41446400307270714,1.714654105633132,0.0,1.2653359734623407e-30,0.0016623867146201565,1.002159276836224,-0.0020882476533898853,0.0012714932592631418
SWBI-CVBF,,,,,,,,,,,,,,,,
SWBI-ESE,1,1,2,-4308.506556622214,5,-2.659942167695612,11.496801477857884,-10.275723101371602,0.020808975152360992,0.9779633204133085,0.0,0.008093101050758918,0.0003435923687772919,1.000142319798286,0.0,0.00046240731280176693
SWBI-AVA,1,1,1,-3294.906315231386,1,-1.5789263655724712,2.2708097650340897,0.0,-0.0016802851316279586,0.9864764062877699,0.0,0.001777691654783088,0.0019014894099577328,1.0004848164173419,0.0,0.0013387120095817739
SWBI-SYNA,1,1,1,-4167.66341676177,7,-3.4140364428242203,3.5138866387461842,0.0,0.013832428680087938,0.9511114314103954,0.0,0.013486808659517971,0.0007291217020115297,1.0016624267325518,0.0,0.0006708650927354159
SWBI-PVH,,,,,,,,,,,,,,,,
SWBI-EPR,1,1,1,-3181.8740510547836,1,-1.0668124490605873,2.6778099428072544,0.0,0.002206518893394115,0.9908882765358817,0.0,0.002386067482181983,0.000331928008581491,1.0005059839071402,0.0,0.0010006492153121543
SWBI-SITC,2,1,1,-3220.0957147403465,4,-0.6401425484577314,1.2473291370725446,0.0,0.0032727035980335273,1.012875172775594,-0.02226879161025863,0.003296313937755356,0.0014672650292151673,1.001615468873823,0.0,0.0005905700905048385
SWBI-SWX,,,,,,,,,,,,,,,,
SWBI-HNI,1,1,2,-4349.2943342680255,8,-2.9567508912373506,13.463248097800594,-11.713742519428623,0.023065834224922616,0.9864911962848366,0.0,0.009519024716474598,-4.847829420506766e-05,1.0005936270831233,0.0,0.0004727492545804034
SWBI-NNI,2,1,1,-3364.026142926007,1,0.9607864704959471,0.16702882075153297,0.0,0.0005499146970894819,1.0107645455720728,-0.015487811190638467,0.001448045679610386,0.006056317720629825,1.0102146127768068,0.0,0.0008355745229354734
SWBI-CSGS,,,,,,,,,,,,,,,,
SWBI-KFY,,,,,,,,,,,,,,,,
SWBI-NYT,,,,,,,,,,,,,,,,
SWBI-WIRE,2,1,2,-4324.436495016601,8,-3.311728129528182,4.8190872870332555,-2.138310099184743,0.015671479145322964,1.1878376894819667,-0.20482775098747652,0.009960709860367076,0.0007526755217802106,1.000077041729605,0.0,0.0005091508663663747
SWBI-GBCI,2,2,2,-4217.356081763719,2,5.748863176325525,-2.221205604345595,-0.5342513880636564,0.0022462875775104696,1.0350840218754485,-0.031585550924823735,0.0011940058560469498,-0.17949678890498344,1.9007459395713795,-1.0553729486413204,9.019595694026477e-05
SWBI-HI,2,2,2,-4249.531380208019,1,-2.8451891283348427,9.380266860721225,-7.466507022234666,0.014921374876321614,1.2004203918105958,-0.22595502501522446,0.00892631116780143,0.00020281467820375265,0.9762482761899776,0.02433928489075754,0.0004979038276841321
SWBI-AEO,2,2,1,-3508.4653636011803,2,-1.7947192883635623,1.2275217733152097,0.0,0.002095296408325009,0.9561464442969623,0.03084023650023937,0.0029786593260630856,0.002060807331491721,1.020222530920691,-0.016605656635007904,0.000989052233410255
SWBI-THG,2,2,1,-3471.484947135245,1,-1.221347277634395,1.2140107642736275,0.0,0.0011306555169282029,0.8969177942174653,0.06960198534243034,0.0029171318867967882,0.0004626315027045913,1.007535290524423,-0.002701352157394865,0.0007477047707648603
SWBI-X,1,2,1,-3407.1130795339604,2,0.08854446018959905,-2.3781734874083726,0.0,0.002313850753454222,0.9742792312803495,0.0,0.0035805280877864616,0.001749710252292369,0.9818958422675763,0.02000177816609039,0.0005212314416457388
SWBI-LZB,1,1,1,-3755.203165421594,1,1.8444812757607787,-2.3741693167701117,0.0,-0.0009785614501217482,0.9926262420781138,0.0,0.0005348358840033027,0.008478981437565682,1.0009476060880529,0.0,0.005763114235808661
SWBI-WTM,,,,,,,,,,,,,,,,
SWBI-MTZ,2,1,1,-3532.2313474046937,3,-1.54279779800313,1.8123889982864632,0.0,0.004852906633591003,1.0280769102822518,-0.04661081735497419,0.004209249472847098,0.0009641914695795312,1.0022256673320409,0.0,0.0006103801802396457
SWBI-SANM,2,1,1,-4230.979706351219,8,-2.8985904457887774,2.564671538827273,0.0,0.013642376397650258,1.069200216070044,-0.08767502944692751,0.009730476313165995,0.00024027443427779294,1.0006345781976715,0.0,0.00048529885030171386
SWBI-KSS,1,1,2,-4433.4080446343705,4,-9.06643828269391,7.624145332004845,-1.7319469678502015,-0.10293433775415028,0.8730368171918319,0.0,2.465190328815662e-31,0.0025023453106457036,1.0046947141611164,0.0,0.00111976781612852
SWBI-HOPE,,,,,,,,,,,,,,,,
SWBI-BLMN,2,2,1,-4171.829544526952,2,-5.975015407402218,3.6961089897103627,0.0,-0.07614003486113585,0.4717537657222124,0.3741074973637524,3.532057331208478e-05,0.0028839812008183696,1.0062600438675133,-0.0043549064974683915,0.001264779197598164
SWBI-FCF,2,1,1,-3595.3030378573358,2,3.074609467509443,-1.047919885761886,0.0,0.0009158488238150408,1.0068690969037135,-0.016510875218827437,0.001930938222356255,0.003118501186082441,1.0002986283325188,0.0,0.002118098081725269
SWBI-CRI,1,2,1,-4197.27174024191,7,-3.0030728712598065,2.2672622760345993,0.0,0.019659670614814384,0.9494125517927718,0.0,0.009493571209146567,0.00010035450716325972,1.0068724700204754,-0.004310301672532546,0.0006130200575614116
SWBI-PBI,2,1,1,-3766.948367233106,2,2.035208851653368,1.2497751961872676,0.0,0.0013665216502880273,0.9885757460122591,0.011227485322962139,0.0013450038100232752,0.0033930959405152096,1.009844158027057,0.0,0.0008576602932085254
SWBI-SJI,2,2,1,-3027.6203415294826,1,2.1994438411291237,-3.5428894831142825,0.0,0.0007380729756620817,0.9982701623076196,-0.017334101460690476,0.0029624470809100994,0.007967695694957866,0.8181210253303135,0.18334557289172437,0.0009518818165549151
SWBI-ATO,1,2,1,-3943.741692747307,1,3.818679237473172,-0.014595868950744342,0.0,0.0006422612020232675,0.989684447607659,0.0,0.0015244411810670473,-0.0035036990674883056,1.1163343607587919,-0.10538633973744282,0.000869196212249157
SWBI-NRG,,,,,,,,,,,,,,,,
SWBI-ZGNX,2,2,1,-3261.3546860216584,2,-0.2520838377690688,2.1585621651907885,0.0,0.0027821407190756764,1.00877151672438,-0.009861900610644625,0.0016697363679257266,0.0008056454322281081,0.9725962559175372,0.027530498482093435,0.0007752897262810225
SWBI-ISBC,,,,,,,,,,,,,,,,
SWBI-UNFI,1,1,1,-3114.6715500794403,1,-0.4013132294585009,1.4899341407776843,0.0,0.0011670648924397165,0.9935012751337534,0.0,0.0017625782923345636,0.00256211991968583,1.0003283579284683,0.0,0.0011658542176260676
SWBI-AEL,2,1,1,-3780.5032972663375,2,2.4186608701819234,0.8552736192492226,0.0,0.0012302188948511428,1.054616019752146,-0.05648830831816554,0.0014026664909106423,0.001465627829662467,1.0010908686513353,0.0,0.001297976608928273
SWBI-SBRA,1,2,1,-4410.624873534107,2,-0.953052134501588,480.63090429694813,0.0,0.002124523521970802,0.9986893389484919,0.0,0.001309409867738223,-0.031192408551506675,3.9766435965924956,-0.8495117964886472,2.6080301330243807e-34
SWBI-FLO,1,1,1,-3911.3459664925053,8,-3.105431851266175,1.4983864246763599,0.0,0.02750928299135008,0.9139027247351947,0.0,0.01687905889851794,-0.00021000619361241906,1.001245046733153,0.0,0.0010569144968976018
SWBI-AZZ,,,,,,,,,,,,,,,,
SWBI-ABM,1,1,2,-4302.493786768896,8,-3.9350080958225075,14.109305408073258,-10.735982296628906,0.04120698723167848,0.9352325129492776,0.0,0.01571151680365956,-0.0003375788695136623,1.0019239058666534,0.0,0.000690133459550836
SWBI-WMK,1,1,2,-3886.5537530638812,3,2.5860664519215506,1.3027084114410115,-0.4408929162896146,0.001805464994141223,0.9994614089444515,0.0,0.0013340478942552882,0.0015811366848449034,1.0023836843271081,0.0,0.000887916838099547
SWBI-MOS,,,,,,,,,,,,,,,,
SWBI-WWD,2,1,1,-3147.699729765816,2,0.572020721799817,0.6623406907821233,0.0,0.0012189248046231282,1.0227207429757215,-0.027504549460559247,0.0016061199937445205,0.0019744936923474362,1.0003821151062973,0.0,0.0013500471097891114
SWBI-PLXS,1,1,1,-4258.630590898487,8,3.0742593048189484,-3.162367953802155,0.0,0.00036165412394017354,0.995644704028903,0.0,0.0005007463633779464,0.010127170583329792,1.005292863137632,0.0,0.00972400876427696
SWBI-FLS,1,1,2,-3869.141280451738,2,3.1955775539404074,0.3881319176375224,-0.7355598910490906,0.0018870003278719577,0.9967060742438322,0.0,0.0014550277958491713,0.002696022925146456,1.0029552386989595,0.0,0.0009909222104489887
SWBI-BXS,,,,,,,,,,,,,,,,
SWBI-GRPN,1,1,2,-3300.33886880299,2,-0.18925332682379153,-1.0694133922166835,0.08740304671728572,0.0038720784638868327,0.9761148392338321,0.0,0.003743312097829912,0.0009720751281745953,1.000631604482918,0.0,0.0005432561251862776
SWBI-PWR,1,1,1,-4139.69780765132,1,8.218611052035067,-5.818967516468123,0.0,0.0014552103144890754,0.9954886383148849,0.0,0.0016484099251879564,0.6751379221348799,2.153330527283998,0.0,1.4920564465121456e-29
SWBI-AWI,,,,,,,,,,,,,,,,
SWBI-WBS,2,1,1,-4213.801815511971,6,-3.2480191773034446,3.7746814330442304,0.0,0.016044088781206056,1.2523322881704217,-0.3496323095199827,0.010476238980170877,-0.00033117017776376073,1.0007584363255142,0.0,0.0006239975753823225
SWBI-PCH,1,1,2,-2898.487263708822,1,0.7100089896057296,-3.4880595509640533,7.6962963820593355,0.002711582877156258,0.9537898955509159,0.0,0.003953919256346778,-0.004794726634014691,1.0218827437483127,0.0,0.0007643259068398077
SWBI-NWE,2,1,1,-3117.1791392658506,1,-0.43375950265801516,2.404690408954663,0.0,0.0001490442444349871,1.0140728326864803,-0.022196439817463443,0.0016604125838264579,0.0017319918480964867,1.0007696807449051,0.0,0.0012619683424016984
SWBI-UGI,1,1,1,-3710.5191955663286,1,-2.4514080196879338,1.0268296408289108,0.0,-0.0012308959494421968,0.9873163434525756,0.0,0.0015207030212733325,0.0016118226524756904,1.0001452252779304,0.0,0.0013217783317012687
SWBI-BC,2,1,2,-4198.928721322567,6,-3.2082790835665236,15.485591426954374,-13.25211579184093,0.018799759236696634,1.1715199747812335,-0.22700561103221162,0.010739231301687817,-0.00013854320380495347,1.0006493282453022,0.0,0.0006476810819344308
SWBI-SAH,1,1,1,-3393.717807861503,1,0.8276410573551536,0.6592332349128366,0.0,0.00217886081911659,0.999031920398184,0.0,0.0013660815128970151,0.0014936872872976115,1.0011150420913502,0.0,0.0009319195673757634
