,m1,m2,n,BIC,$\delta_0$,$\delta_1$,$\delta_2$,Spread SD,SD($\delta_0$),SD($\delta_1$),SD($\delta_2$),num_conv
CLR-EPR,2.0,2.0,2.0,-4217.18625997016,4.752460432537253,-1.5872902225745231,-0.7004301007948208,0.34366342021841784,1.9938493094258205,0.2765655756588635,1.0232838174100825,8
CLR-SITC,2.0,2.0,1.0,-4216.499368290643,4.16741332259998,-1.3668375790331113,0.0,0.34825568812313334,2.8835538521270276,1.935137318192441,inf,9
CLR-SWX,2.0,2.0,2.0,-3810.2957319867455,0.6597233074019008,-1.5782432687173467,1.3324879943398784,0.34200634558379756,2.2660820341382175,1.984223534933698,2.6989811210902057,9
CLR-NNI,2.0,2.0,2.0,-4329.822116372956,-1.3526673487863239,1.829521458722438,3.6988418763102606,0.32578558070119656,0.9255708451548513,1.058428844045326,1.8417151466139048,10
CLR-CSGS,1.0,2.0,1.0,-3890.412975123247,0.9872632668951795,0.3549441144569974,0.0,0.3431473598453536,2.574616280926598,1.280454275655671,inf,10
CLR-NYT,1.0,2.0,1.0,-4173.869355868984,-1.763585955793979,3.2789970578132843,0.0,0.32384087319965216,2.4039752457157775,2.4545854350309226,inf,8
CLR-GBCI,1.0,1.0,1.0,-4330.066277802546,2.0943629452464085,1.3420579631009857,0.0,0.3453318869895007,1.2717723760791133,0.744443578413335,inf,2
CLR-HI,2.0,1.0,1.0,-4237.5548834201,-1.34489804000189,2.8991844660786708,0.0,0.3337552413766143,0.7633802050548187,2.2755965075403988,inf,9
CLR-SANM,2.0,1.0,2.0,-4036.8389637057535,-2.622612151723208,-3.79046608041064,7.686563014320523,0.34575842539744905,0.812618019854853,0.5129712040004234,1.6886405290934337,9
CLR-KSS,2.0,1.0,1.0,-4272.490365609272,-2.0309716921478946,2.805407302753866,0.0,0.348583438860769,0.3693777831369202,0.2284213486615805,inf,3
CLR-HOPE,1.0,2.0,1.0,-4301.273533495554,-1.0991648041232276,2.7772394969294716,0.0,0.34887389048408685,3.2973113968565966,2.8442793318642656,inf,9
CLR-BLMN,2.0,2.0,1.0,-4393.579243475917,-0.3164925123410229,2.2928860584750606,0.0,0.3495931069278907,3.0635903881600397,2.1740604172924596,inf,7
CLR-PBI,1.0,2.0,2.0,-4146.686249088818,-2.019374940685748,-7.090176123235311,11.092945310991691,0.29925567332206565,0.0304102111610982,0.04350744469683641,0.04533175200086924,10
CLR-SJI,1.0,2.0,2.0,-4003.08485193175,4.054024753906581,-12.435378441881113,11.075518231837094,0.31801659193007453,1.8328551924198513,10.085124784382888,33.83993835040354,9
CLR-ZGNX,2.0,2.0,1.0,-4206.6014403587615,-1.145237831969441,2.1002715923516626,0.0,0.34446167828023827,1.501023420997024,0.3390831237280826,inf,10
CLR-UNFI,2.0,1.0,1.0,-3889.947556622694,-2.348138482216292,3.8620220803248833,0.0,0.31339022643126846,0.4427587167328611,1.0822647221046968,inf,9
CLR-AEL,2.0,2.0,1.0,-4214.716526626232,-3.5181001678959216,2.20089970817388,0.0,0.34996508031491413,1.6614708076336449,0.17533806594822138,inf,10
CLR-SBRA,2.0,2.0,2.0,-4268.167239486056,-2.3454093667936076,-14.784320686716033,19.849647965311213,0.3444056724887638,2.7442915739045763,7.343057910025937,10.369477722742102,10
CLR-WMK,2.0,1.0,1.0,-3757.220632258107,-2.2231229894184628,2.13293941339539,0.0,0.34445194070552043,7.312973454348246,7.713519641267032,inf,6
CLR-WWD,2.0,2.0,2.0,-4348.495019841637,-1.2195556789431132,-4.737516188220445,6.751456844783299,0.3465338784250304,3.5674725201830175,4.952156691306907,7.126143054853122,8
CLR-PLXS,2.0,2.0,2.0,-3783.8269241477287,-2.2787004432542397,-0.06891757417625975,3.5888693407334693,0.32421954535803876,1.6276805881628365,2.2805624468759933,4.0219728388898295,10
CLR-BXS,2.0,2.0,2.0,-3720.51913909066,-2.7725189947881916,-9.619245786612622,12.790328614331898,0.349285241807412,3.1692776848585287,5.654976374637917,7.934402927244315,9
CLR-UGI,1.0,2.0,2.0,-4248.320753107887,-3.395126515515072,-12.137777867537768,14.800180401052174,0.3489329756642056,0.0033114626066860033,0.01192593627249766,0.009361605538107066,10
CLR-SAH,2.0,2.0,1.0,-3882.7522494048585,-2.907206348955204,5.39290687511864,0.0,0.3282158808136713,1.5105604177616707,0.23651053016715703,inf,9
CLR-RPT,1.0,1.0,1.0,-4309.955811044699,-3.1388992186317464,2.445731242147922,0.0,0.3467414067937932,0.0,0.0,inf,1
HRI-HOG,2.0,1.0,1.0,-4144.788895603952,-2.1297933745751223,1.5045067589306425,0.0,0.17509284929647795,2.1589937930727703,0.6504185536159267,inf,8
HRI-NNI,1.0,2.0,2.0,-4332.893055713847,-1.939547164561295,-5.407352975516235,6.790858778671484,0.22186747555060443,1.5254843360210408,2.752820063930576,3.9912746141413833,10
HRI-NYT,1.0,1.0,2.0,-4229.729045619962,-2.5271546393985114,-13.045760200140743,13.049395705884274,0.22495872665186797,0.0009278024402039318,0.00554874933245969,0.006225131867734578,6
HRI-SJI,1.0,2.0,2.0,-3668.288505748652,-1.6263277981707667,-6.697688182046189,10.625973497480498,0.18466993603392473,0.88891943022354,0.22681806084482717,0.19420785953628272,8
HRI-ZGNX,1.0,1.0,1.0,-4495.040329039003,-0.9908218817692664,-1.4727661379794192,0.0,0.2263865517889219,0.0,0.0,inf,1
HRI-PLXS,1.0,2.0,2.0,-4188.304278892497,-0.3780733112035598,-4.597795721308005,4.948214425701543,0.22776875957005593,0.9497729361749372,2.798306863929205,2.5411561708645265,10
HRI-RPT,1.0,2.0,1.0,-4026.429189557236,0.11682281207577151,-2.145783496651226,0.0,0.22867539662270256,0.0,0.0,inf,1
TG-EBIX,2.0,1.0,1.0,-4319.547473375281,-1.8656256544861343,3.618377955569815,0.0,0.15873549030918865,1.3599798968289254,1.2694298120889638,inf,9
TG-ACCO,2.0,2.0,2.0,-4127.596254460054,-0.8469253222007816,-14.24367701271525,15.031708932738526,0.17836715208668777,1.397863047780163,9.611486994309018,6.889449769598752,6
TG-ESE,2.0,2.0,2.0,-4112.723935799011,-1.5554949586431839,-5.204037521136637,8.853128625911996,0.18781657239240576,0.728990122051185,1.158448409786612,1.220210141469379,10
TG-SITC,2.0,2.0,2.0,-4513.438400366991,-2.6433079487169255,-10.439017206628698,13.63021534525284,0.19390610731578298,0.0011615886511168565,0.003547152045758841,0.004551909901595005,10
TG-NNI,2.0,1.0,1.0,-4554.689886521232,-1.94450372681931,2.1017703485442034,0.0,0.1939660323881399,0.7323612090606773,0.2803097891708432,inf,8
TG-WIRE,2.0,2.0,2.0,-4501.181211416194,-2.456446287994202,-11.17992656999759,14.850755673328447,0.19064648409726834,0.09460905062611474,0.2794602906514614,0.2994950449598682,9
TG-X,1.0,2.0,2.0,-4502.055920800324,-2.736394154466412,-10.487850662399827,14.353596880362549,0.19269802956069296,6.556176954669189,11.323844904458406,24.243529596572614,8
TG-MTZ,1.0,1.0,2.0,-4595.880461349812,-3.0154642411649903,-15.151896640620285,20.639385812517357,0.1545590196114672,0.025788068290842178,0.09189110859710846,0.14894387764013756,9
TG-KSS,1.0,1.0,2.0,-4471.17797427611,-2.1872829900816817,-9.496487130115538,11.56598204769098,0.1917923307001923,0.002062798400209413,0.004745760007573324,0.005634268137065663,10
TG-HOPE,2.0,2.0,2.0,-3797.374492826341,-0.25369021237322664,-3.1102557271255,5.503917879876965,0.17748555882757844,1.1060770096655939,2.4512710501232626,3.310437686777698,8
TG-NRG,2.0,2.0,1.0,-4625.592992237671,-2.800559662846922,5.3400792458851285,0.0,0.17054956536737262,0.13191896727394808,0.24060185346414972,inf,10
TG-ZGNX,1.0,2.0,2.0,-4441.09567630167,-2.2031292658416324,-15.991484176172225,18.60174671578447,0.18765893943605155,0.13676365742077679,0.2136542060247866,0.2913027973961503,9
TG-UNFI,2.0,1.0,1.0,-4746.020993820595,-3.238178336552627,5.709007313759806,0.0,0.18785297310745003,2.136153695469409,2.3956210624814167,inf,5
TG-SBRA,1.0,1.0,1.0,-4642.167165112036,-2.426642174743891,2.7395812754674145,0.0,0.194157255908679,0.879484039063822,0.2951867775154544,inf,9
TG-FLO,1.0,2.0,2.0,-4285.932720701902,-1.9699429846373933,-6.760696149237131,11.04692063428467,0.18661250555887415,0.006096843788634472,0.0023931552981601672,0.0038242669950594916,10
TG-ABM,1.0,1.0,1.0,-4371.733303564244,,,0.0,0.16993123568359592,,,inf,0
TG-WMK,1.0,1.0,2.0,-4596.2801754126285,-2.5374928827303282,-3.027005260637907,7.281101392391052,0.1900053720037809,0.034725005207127874,0.29170038014874455,0.30301561069752064,9
TG-FLS,2.0,2.0,1.0,-4654.132000167471,-2.8313880959582267,4.520779622153255,0.0,0.18196484476846791,3.775927719156168,4.946827237221229,inf,6
TG-GRPN,2.0,2.0,1.0,-4314.512308347665,-1.9705781418116852,6.2844555853410675,0.0,0.1458628358516078,0.06565912583930977,0.018768610802004756,inf,10
TG-PWR,1.0,2.0,1.0,-4609.180056069032,-2.248532621544724,3.925323721034566,0.0,0.18529359647172802,0.00661793505241627,0.006122282102981256,inf,10
TG-SAH,1.0,2.0,1.0,-4461.743074921635,-0.47224603275358523,1.6615646303423057,0.0,0.19287318770302853,1.3461577606383581,1.8968501394698918,inf,8
HOG-SWX,1.0,1.0,2.0,-5234.6820840313285,2.406775531724647,-9.07923129562025,18.81336743840424,0.13264934229890085,0.8842714569281376,10.108958007379876,10.151029315087285,8
EBIX-NYT,2.0,1.0,1.0,-4215.573948115123,2.7189525609506764,-2.6022420789864897,0.0,0.49076432363274075,0.03815010809886356,0.0034198832829115803,inf,10
EBIX-WIRE,2.0,1.0,1.0,-4108.963621779651,3.414472682538836,-2.231380340438067,0.0,0.4931650028201696,0.04974175777080051,0.011180698972542707,inf,9
EBIX-GBCI,2.0,2.0,2.0,-4138.219399518869,3.2009668117479904,2.407234591682042,-4.744133043018465,0.4653094793617042,0.002782900400476239,0.005470887776003819,0.0025911264955119483,10
EBIX-X,1.0,1.0,2.0,-3882.5303132193294,3.260053100375101,-9.562981597503828,8.605366484872338,0.44905543924595953,0.014908853768436958,0.07343287030128658,0.07746716644288314,10
EBIX-HOPE,1.0,1.0,1.0,-3929.1597908676463,1.9868741701070334,-1.0586964998779733,0.0,0.4635715976087687,0.18063405114009612,0.4664263179512164,inf,8
EBIX-BLMN,2.0,2.0,1.0,-4070.734581788117,3.5420889625710426,-2.3633554323357617,0.0,0.4951181121708203,1.764009495554262,2.5180408478533245,inf,5
EBIX-FCF,1.0,1.0,2.0,-3605.062331330007,1.452277889809674,6.625113167072843,-3.332823482297351,0.39457804039568617,0.001268310412922686,0.006018266031240093,0.0031404525453125635,9
EBIX-SJI,1.0,1.0,1.0,-3278.232462895757,2.41301169291589,-0.029677398779675124,0.0,0.4385013546632612,0.7110174485818437,1.020475236511865,inf,8
EBIX-NRG,1.0,1.0,2.0,-3752.432698388928,3.3087586937201654,-9.249725667165972,9.693837768883851,0.37797184749651946,0.0020271004881140327,0.004252779246411449,0.004676491482153214,9
EBIX-ZGNX,2.0,1.0,1.0,-4119.811031894841,2.458330188827832,-1.976648743925582,0.0,0.4917288757098827,0.5752732264982632,1.5711225843742609,inf,9
EBIX-UNFI,2.0,2.0,2.0,-3964.513353400876,3.210803999161522,-5.643691324818358,3.6592410350370836,0.48431803811235674,0.0017660468482290918,0.005434503814653519,0.005735261938475351,10
EBIX-SBRA,2.0,2.0,1.0,-4139.866276082368,2.7242829152593515,-2.663197877796293,0.0,0.49103867409866564,0.038000831141388546,0.0077173452877731885,inf,10
EBIX-ABM,2.0,2.0,2.0,-3947.0584891432345,2.2244923821897795,-9.595488871085093,11.64749674551104,0.3486888233952331,0.038956380722472414,0.03222850471250761,0.048723467081169584,9
EBIX-WMK,2.0,2.0,1.0,-4060.539062352356,3.3858382269620795,-2.635174704073534,0.0,0.49754075283729216,0.0807786811133374,0.05416403604153442,inf,9
EBIX-MOS,1.0,1.0,2.0,-3801.438811028737,2.793599267489147,4.869335845412012,-4.711456155370083,0.4611949623458941,0.0007226981124676166,0.009575555986749838,0.008325267154901258,10
EBIX-WWD,1.0,2.0,1.0,-3833.442266598061,2.5050400148507235,-1.6618266328114462,0.0,0.4327510624709102,0.01955196347344131,0.010779711399180878,inf,10
EBIX-PLXS,1.0,1.0,1.0,-4290.518556197252,2.9118288053187955,-2.746682018300299,0.0,0.4822313648048456,0.04339922827222566,0.14141728178733126,inf,10
EBIX-FLS,1.0,1.0,2.0,-3660.945929600024,2.651603421809485,-8.533664776904043,9.133685542072742,0.4044840580966661,0.0007154979963331108,0.0018618236102837622,0.001652622740939903,10
EBIX-PWR,1.0,1.0,2.0,-3625.9109989290832,2.6421300485940478,-7.230778195001831,8.436934483211878,0.4303320256124722,0.002308382980414816,0.005595603585384601,0.005924200831479064,10
EBIX-AWI,2.0,2.0,1.0,-4359.627505922995,,,0.0,0.4992838719434604,,,inf,0
EBIX-PCH,2.0,2.0,1.0,-3506.401405055909,3.170711341892626,2.0699715610127205,0.0,0.4232513930312574,7.018099758902844e-05,0.006614029254728341,inf,10
PAG-HI,2.0,2.0,2.0,-4503.913169326293,-2.6141471495073687,0.44078814563547963,2.128306430297389,0.14669874728685295,0.029434747372015572,0.15113378804423583,0.16239921457695022,9
PAG-ATO,2.0,1.0,1.0,-4325.120621079309,0.27841269930198204,-10.13753467991037,0.0,0.14108374975089458,0.5922978040363935,0.7786658714084282,inf,9
PAG-SBRA,1.0,1.0,1.0,-4176.824045897655,1.4365209738773153,-4.300670750064068,0.0,0.21894483818330665,0.2806717775126819,0.20221397770945737,inf,2
CVBF-ESE,2.0,1.0,2.0,-4875.820083005308,2.9730227130280644,7.598228033843858,-16.959834199672734,0.22420427521732586,0.27332663010225494,0.5142591436513408,1.050697016779223,9
CVBF-PVH,1.0,1.0,2.0,-4125.506247890621,1.0964198104176033,-6.878392444632715,1.2300239441171739,0.21057604169870947,0.7652060308467828,2.7669893938847663,2.672087894554638,10
CVBF-SITC,1.0,2.0,2.0,-4412.532697757967,2.217881885443509,-5.873003396977713,0.7293845306571296,0.22659373843523897,1.1504942258735924,8.977210953235113,9.886475891273175,9
CVBF-HNI,2.0,1.0,2.0,-5039.245268390254,-1.5181583960866407,-1.2268778136304759,1.3743754347103243,0.16325859736710144,0.08732770263858079,0.34129492369906533,0.35412259783282113,9
CVBF-NNI,2.0,1.0,1.0,-4945.44500845969,-1.5465173216547696,2.1218206164007367,0.0,0.20695598372918245,1.3930655522770483,1.324154007295157,inf,8
CVBF-WIRE,1.0,2.0,1.0,-5273.310620035335,0.9524922337221001,-2.8985658022685605,0.0,0.2117537901730493,1.3842365077536587,2.252201410940397,inf,3
CVBF-HI,2.0,1.0,2.0,-4919.564528506197,-3.74269704292503,13.77550712899497,-2.942984036695223,0.15156205553806024,0.07802136411717427,0.10497036797986678,0.08798428455253715,10
CVBF-AEO,1.0,1.0,1.0,-4472.9442931237045,1.5632276523123365,3.7024827226449903,0.0,0.22044665561492288,3.6592054142266495,8.986890402422844,inf,3
CVBF-X,2.0,1.0,2.0,-4744.858797954159,5.048038625420147,-12.420034088278282,-1.047649730598069,0.22831900503814948,2.0770901190873294,1.0291642757405606,4.721193702905123,9
CVBF-BLMN,2.0,1.0,2.0,-4696.425471285248,3.739927499324153,-10.483273961121878,1.4502119421035342,0.22830490648647644,4.293884815515925,8.797393060692691,2.4576197012838463,9
CVBF-SJI,1.0,1.0,1.0,-4720.71412391269,17.346726622111916,-41.65234560621589,0.0,0.22341742947569299,0.001165429722659539,0.002578983765449294,inf,2
CVBF-ZGNX,1.0,1.0,2.0,-4815.169213975569,5.19850274032283,-5.008377810804561,-1.6001892245019858,0.2259532255084842,6.209832113610182,19.357652363236326,11.162982266815764,7
CVBF-UNFI,1.0,2.0,2.0,-4441.333044664868,1.5626429356870282,-11.381120582118212,7.751157339618228,0.22533927480810995,0.39480835135974657,0.7065981511720933,0.3157284025199802,10
CVBF-SBRA,2.0,1.0,2.0,-4820.3623160963,-0.5957080785813896,-10.62670885311558,10.55596631329686,0.22447899299573107,1.2633728215057611,4.369664858237859,5.403711343316067,8
CVBF-PLXS,1.0,2.0,2.0,-5195.077156560203,4.101234434400018,-59.30628435006804,56.42928629313574,0.14111440135290013,0.0002915580113782502,0.005325350870860161,0.006777397180207014,10
CVBF-FLS,1.0,1.0,2.0,-4678.336540313566,3.0850012079716005,-10.923861594036152,-1.3292648731306511,0.2283985274323907,2.8948946960344895,7.385589686058361,7.253886715874212,5
CVBF-AWI,2.0,1.0,1.0,-5144.856550178315,1.280999285053231,-5.515911549558518,0.0,0.2269885922287714,1.4460156071510628,1.6868318248802943,inf,8
AVA-HNI,2.0,1.0,2.0,-5128.536391978661,-1.2238055194957198,17.63272039327675,-17.430399002068494,0.11180538367592391,0.2752786420675728,1.479440501849182,1.1483241574784366,8
AVA-CSGS,2.0,2.0,1.0,-4818.747505364244,-1.8486617154410334,2.6415053273075326,0.0,0.1223074907608773,0.5995903116521761,0.37196900875817795,inf,10
AVA-KFY,2.0,2.0,1.0,-5424.392432302581,0.05759002602440296,-0.05011975493729842,0.0,0.09028449846776683,0.6353558828957481,1.3473815607975381,inf,8
AVA-NYT,1.0,2.0,2.0,-4900.102542113305,-1.1135041318915513,14.889708226000975,-11.30210415091687,0.15246793737975242,0.5263526476583614,0.9569382405793927,0.11306235236179576,7
AVA-WIRE,1.0,2.0,2.0,-5150.140801393161,-2.449108241058606,6.789116761967328,-2.3631332105518954,0.17632748603783602,0.008602992416740604,0.002483354191425005,0.012618581267897798,10
AVA-GBCI,2.0,2.0,2.0,-4976.87702173234,-1.323115513179712,11.998329794001013,-9.04962084968924,0.1333776365820801,1.4192864431972643,7.827693655102347,6.516430432320402,9
AVA-AEO,2.0,1.0,2.0,-4912.1376758351225,-2.33794033955953,23.016592348323172,-16.821528968144168,0.17107178240367632,0.3079667204913165,1.3804914604429852,1.1164309297237593,9
AVA-THG,1.0,2.0,1.0,-5135.163364388085,-1.6715981311009558,14.252779805285549,0.0,0.08231830858285931,0.6498498243871924,5.280929745729807,inf,8
AVA-X,1.0,1.0,1.0,-5253.325203575241,-2.394759981948518,4.47506767102467,0.0,0.17629130625974393,0.20755903366254033,0.2994910583573983,inf,10
AVA-LZB,1.0,1.0,2.0,-4967.307244200235,-2.440895240019477,26.145679996692465,-21.92360306076983,0.1381465853301432,0.009984222309896325,0.04432377435619317,0.054921173357769575,8
AVA-KSS,1.0,1.0,2.0,-5102.320059903892,-2.9219812857418965,17.16859574646501,-10.773756521609705,0.1487972541167645,0.004244126569400943,0.022270044238865833,0.014129575156274103,10
AVA-HOPE,1.0,2.0,1.0,-4826.363124560439,0.5511826236093212,-0.2724743805855552,0.0,0.15306049418866835,1.2328268719838986,0.7194133478708458,inf,7
AVA-BLMN,1.0,1.0,1.0,-5017.482445493455,-2.0659543890881613,3.5578050532570824,0.0,0.1758074494106666,1.5697400605360314,2.481407006496084,inf,7
AVA-CRI,2.0,1.0,1.0,-4988.342082774695,-2.265412690663852,8.067252291358038,0.0,0.12112946642159955,0.28816250147113487,0.6432678617604397,inf,8
AVA-PBI,2.0,2.0,1.0,-4833.637094290437,1.7164205672192185,-0.8436350565662374,0.0,0.12977518701991228,1.4039972983194018,6.020453464135397,inf,2
AVA-SJI,2.0,1.0,2.0,-5355.595136394149,-2.003368503153742,18.50798242963533,-14.913069662545794,0.1758945135618464,0.15007536645333622,0.2242537138010005,0.4545965980722217,10
AVA-NRG,1.0,1.0,2.0,-4961.235261762952,-1.9858575595175174,30.296012549056034,-28.36740463537191,0.17148290108604133,0.8623875976588914,5.043850636247837,15.900297472454113,9
AVA-ZGNX,1.0,2.0,1.0,-4747.582763506847,0.3560746279675232,-1.7694185917138163,0.0,0.16992432026514803,1.317604663487403,1.6515225222274423,inf,8
AVA-ISBC,1.0,2.0,1.0,-5647.067093621333,-1.2187833788005005,2.9304802036781803,0.0,0.08178784925174389,0.9495088974610314,1.8731705199406354,inf,10
AVA-UNFI,1.0,2.0,1.0,-5275.04660609959,-0.6630123832696401,1.5646153943489414,0.0,0.1737266853934959,1.5058059351815327,2.54265301216895,inf,9
AVA-SBRA,1.0,2.0,2.0,-5242.389341197484,2.342898075013134,-38.8082243616289,33.87783326169115,0.15539163972620365,0.03310973226239016,0.34619525696279985,0.32281664404102073,8
AVA-FLO,1.0,1.0,2.0,-5621.419963779544,-3.4839765818978963,37.930680213596276,-30.866659549764094,0.1674982473439671,0.13159945474158527,0.640783137506264,0.3225515832349639,6
AVA-ABM,2.0,2.0,2.0,-5285.996237810312,-3.7625087010025657,89.48241865518888,-86.82492391377306,0.11984928389401835,1.8651233124907927,29.329068573789662,31.169577184569732,9
AVA-WMK,1.0,2.0,2.0,-5420.071454039032,-3.3508730864018585,-8.84052436415984,14.779974070070267,0.17371153917132248,1.694489848931561,3.298172243610663,6.6773417874926055,10
AVA-PLXS,2.0,1.0,2.0,-5192.871162074452,-3.5572812176139172,17.794434075631813,-10.153128935272335,0.1409032553590332,0.00037195835240939516,0.006116934095554094,0.005819202001082628,10
AVA-FLS,1.0,2.0,2.0,-5054.559142605023,-1.6135918362287753,9.660966449653703,-7.1269449257575435,0.17461349271730703,0.3467515087534242,0.5825548171168559,0.9638473791201552,10
AVA-BXS,1.0,1.0,1.0,-5178.438316511132,-0.14036836024780275,0.9194281746795332,0.0,0.13196142403027647,1.214953298808868,1.2422281836114213,inf,10
AVA-PWR,1.0,2.0,1.0,-5105.321148365104,-1.7226300746790868,3.10525434798804,0.0,0.17463775577703183,1.7147244495563385,3.1408579964644736,inf,9
AVA-AWI,2.0,1.0,1.0,-5129.36854873046,-1.188016663516208,2.304072917113915,0.0,0.1750532202943837,0.6128790791290244,0.4648003693487452,inf,10
AVA-WBS,1.0,1.0,1.0,-5112.577512876779,-0.7461265240868008,1.7804541965644805,0.0,0.10264222884536346,1.0142260801192908,2.672677380951081,inf,8
AVA-PCH,2.0,2.0,1.0,-4582.055063678157,-1.1274211128337932,3.909035084372382,0.0,0.16630152556590824,0.8105190512804819,1.0518253457866482,inf,10
EPR-HNI,1.0,1.0,1.0,-5321.0956283510895,-1.3165587938817769,-3.973744519546548,0.0,0.08045753012643395,0.8613332466199183,0.9672337422528388,inf,10
EPR-NNI,1.0,2.0,1.0,-5019.701119528539,-0.2939648523462488,4.222255576872239,0.0,0.1258033044117566,0.7445714940308148,1.7030504409161127,inf,5
EPR-CSGS,1.0,1.0,1.0,-5327.126249398355,-1.9339497898563123,5.280967570985165,0.0,0.10470664749613572,17.877380431718045,49.77645998997504,inf,9
EPR-KFY,2.0,1.0,1.0,-5029.455059037664,-1.2748232222900642,3.1106298149279517,0.0,0.08546095942274255,0.28783460787231563,0.21431783469800997,inf,5
EPR-WIRE,2.0,2.0,1.0,-4912.881467595044,,,0.0,0.14652762822730545,,,inf,0
EPR-GBCI,2.0,1.0,1.0,-5440.762842118264,-1.811777135062431,5.84584814652617,0.0,0.11970102217373611,0.3076091678223904,0.6255431834933912,inf,10
EPR-AEO,2.0,1.0,1.0,-4952.831002250215,-2.5775789232061213,1.5410605028702777,0.0,0.14602192638623926,0.0,0.0,inf,1
EPR-THG,1.0,1.0,1.0,-5052.208738757612,-1.063894769385604,13.418684833958208,0.0,0.07834819911753314,4.64494845409733,21.278362835776854,inf,7
EPR-X,2.0,1.0,1.0,-5212.927978590082,,,0.0,0.1465471024691939,,,inf,0
EPR-LZB,1.0,2.0,2.0,-5418.226407159641,3.5352105251078396,-42.04050278734856,41.661041382365454,0.11813052044166533,0.00015844516540555414,0.0046426176995132155,0.005074902135273117,10
EPR-KSS,1.0,1.0,2.0,-5314.050768645521,-3.3598126449059342,28.67768586930348,-24.67719280624199,0.11103730042150155,0.0004211426422385117,0.006151453491624465,0.005687846612790952,10
EPR-HOPE,1.0,1.0,1.0,-5343.673097468369,-2.0050474849544244,-0.1790408600331587,0.0,0.13477357410093868,3.076601733790841,3.5464416454265977,inf,9
EPR-BLMN,2.0,1.0,1.0,-4974.024045300987,-2.7895311764293975,2.721556861679364,0.0,0.14657351446908345,0.0056949870652170725,0.006051614666754782,inf,10
EPR-CRI,1.0,1.0,2.0,-5179.117708320795,-2.603206252591815,0.38762234963172987,4.06547374586583,0.0924357776337793,0.17560831656247192,1.737950813209385,2.179272443702422,6
EPR-PBI,2.0,2.0,1.0,-5310.2821366331045,-1.6098460105593342,-3.9488776706444932,0.0,0.11947631979827918,0.09169674840050802,0.03229725288443019,inf,9
EPR-SJI,1.0,1.0,2.0,-5776.995082619146,,,,0.1460336478346951,,,,0
EPR-NRG,1.0,2.0,1.0,-4675.777944310474,-1.0154196749797624,1.5279784700651025,0.0,0.1423128165902773,0.3623221627102687,0.14783334245627755,inf,4
EPR-ISBC,2.0,2.0,1.0,-5193.7954152916745,-1.2808439120944703,7.057771625043027,0.0,0.07718265858181997,0.3251234307203353,0.3190092570728586,inf,9
EPR-UNFI,2.0,1.0,2.0,-5438.681964745222,-2.883831135777787,19.761778218014342,-18.764476368473815,0.14412832948599974,0.0001460906444429308,0.00570711659716857,0.00589935155050611,10
EPR-AEL,2.0,1.0,1.0,-5340.330615004173,-2.813793879688421,5.457854696697732,0.0,0.08585044155185885,0.17150122922836103,0.3683225831227957,inf,10
EPR-SBRA,1.0,1.0,2.0,-5808.8666396390245,-3.904564830950871,56.561569072464465,-53.83610669742315,0.11852688738983712,0.005033655978519625,0.004515646068514611,0.015403450668493558,9
EPR-FLO,1.0,1.0,1.0,-5485.692415751145,-3.071287294454685,4.115311182714226,0.0,0.13643093786102262,0.17811386363676174,0.6383146699577334,inf,7
EPR-ABM,1.0,1.0,1.0,-5178.518600933432,-1.2823150028878283,6.450288694716042,0.0,0.09447736316110635,0.6147609994556547,0.2936246848821702,inf,8
EPR-WMK,2.0,2.0,1.0,-5492.9001532571465,-2.3741001893760396,3.6998817909359087,0.0,0.14441103430170588,0.003640717139528809,0.005530842472433241,inf,10
EPR-PLXS,2.0,2.0,2.0,-5396.099927213692,-3.6360510715764516,37.82568935912094,-32.51668335840062,0.12073875323456708,0.0004116015363849975,0.005615302708958678,0.00502929107409839,10
EPR-BXS,2.0,2.0,2.0,-5289.01484579833,-2.5671662538733337,5.647948039391941,-3.529113666868839,0.11594320597086592,0.01201768776043759,0.26465286749733347,0.2558884634749056,9
EPR-PWR,2.0,2.0,1.0,-4788.667361849351,-1.6686800238993202,2.7492074683349985,0.0,0.14447845090878209,0.022789115194219427,0.0010624270244377985,inf,10
EPR-AWI,2.0,2.0,2.0,-5221.783782304099,-2.233809995182958,-4.296232336244072,7.6944532498363865,0.14658254443619698,0.0,0.0,0.0,1
EPR-WBS,2.0,1.0,2.0,-5313.971245051502,-2.337321110516254,10.495665899146056,-6.238688180488399,0.08586196854438372,0.8359458298769389,11.85563450309035,11.213323768538114,10
EPR-BC,2.0,1.0,1.0,-4883.807425903384,0.37188681135164786,3.094885596247825,0.0,0.08202946764064231,0.1437637925068493,0.07240372687118583,inf,3
EPR-SAH,1.0,1.0,2.0,-4561.484151041931,,,,0.1313737337330433,,,,0
SITC-SWX,1.0,2.0,1.0,-5616.884926074122,-1.243055272897663,12.54973138457538,0.0,0.06765207352921748,0.9193246874216702,0.8157425581484709,inf,6
SITC-NNI,1.0,2.0,2.0,-5897.478052599153,1.937372147200943,-8.072452480253776,-0.84365563534418,0.06435476534025272,0.7985477718885449,5.24948100915108,3.0311164548479677,7
SITC-KFY,2.0,1.0,2.0,-5520.595963119376,-0.565805571790747,37.95428417953232,-32.1755671348052,0.07032077556940398,1.6913763690119923,13.887159979942272,13.89690473613353,8
